"","X1","latitude","longitude","brightness","scan","track","acq_date","acq_time","satellite","instrument","confidence","bright_t31","frp","res_mini_k$cluster"
"242",10548,-40.098,-72.784,304,4.8,2,2017-04-18,1755,"Aqua","MODIS",56,289.6,46.7,78
"243",10580,-39.372,-72.629,314.5,1,1,2017-01-18,1855,"Aqua","MODIS",50,304.2,8.2,22
"244",10581,-39.647,-72.338,313,1.1,1,2017-01-18,1855,"Aqua","MODIS",55,302.9,6.9,34
"245",10582,-40.564,-73.174,317,1,1,2017-01-18,1855,"Aqua","MODIS",48,300.3,7.7,87
"246",10764,-40.069,-72.871,308.1,1.1,1,2017-01-18,1445,"Terra","MODIS",56,296.9,4.9,35
"247",10765,-40.129,-72.38,306.1,1,1,2017-01-18,1445,"Terra","MODIS",44,294.7,4,46
"248",10766,-39.866,-72.803,306.1,1.1,1,2017-01-18,1445,"Terra","MODIS",59,295.9,4.9,80
"249",10767,-39.453,-72.768,309.3,1.1,1,2017-01-18,1445,"Terra","MODIS",60,296.7,6.6,19
"250",10768,-39.37,-72.619,307.7,1.1,1,2017-01-18,1445,"Terra","MODIS",37,297.1,5,22
"251",10769,-39.368,-72.631,309,1.1,1,2017-01-18,1445,"Terra","MODIS",32,298.2,6.4,22
"252",10770,-39.292,-72.228,311.3,1,1,2017-01-18,1445,"Terra","MODIS",42,297.5,6.2,41
"253",10771,-39.28,-71.959,308.5,1,1,2017-01-18,1445,"Terra","MODIS",37,297.3,5.3,79
"254",10772,-39.279,-71.971,310.4,1,1,2017-01-18,1445,"Terra","MODIS",43,298.2,6.6,79
"255",10773,-38.986,-72.644,311.7,1.1,1,2017-01-18,1445,"Terra","MODIS",66,299.1,6.7,1
"256",11073,-39.421,-71.946,328,1,1,2017-01-18,340,"Terra","MODIS",100,272.1,32,84
"257",11074,-39.419,-71.934,316,1,1,2017-01-18,340,"Terra","MODIS",92,272,19.8,92
"258",11113,-39.049,-72.865,314.6,1.1,1.1,2017-03-18,1840,"Aqua","MODIS",73,295.2,12.8,75
"259",11114,-39.048,-72.852,326.3,1.1,1.1,2017-03-18,1840,"Aqua","MODIS",83,294.8,26.7,75
"260",11115,-39.059,-72.701,317.7,1.1,1.1,2017-03-18,1840,"Aqua","MODIS",76,294.4,16.1,53
"261",11116,-39.058,-72.688,317.7,1.1,1.1,2017-03-18,1840,"Aqua","MODIS",76,293.6,15.8,53
"262",11117,-39.034,-72.257,422.4,1.1,1,2017-03-18,1840,"Aqua","MODIS",100,309.5,467,44
"263",11118,-39.033,-72.245,392.4,1.1,1,2017-03-18,1840,"Aqua","MODIS",100,299.3,234.2,44
"264",11119,-39.044,-72.255,363,1.1,1,2017-03-18,1840,"Aqua","MODIS",100,298.4,104.2,44
"265",11120,-39.042,-72.243,322.7,1.1,1,2017-03-18,1840,"Aqua","MODIS",79,295.7,19.7,44
"266",11121,-39.093,-72.574,317.3,1.1,1.1,2017-03-18,1840,"Aqua","MODIS",75,298.1,13.2,11
"267",11122,-39.091,-72.561,323.5,1.1,1.1,2017-03-18,1840,"Aqua","MODIS",81,298.1,20,11
"268",11123,-39.096,-72.567,332.5,1.1,1.1,2017-03-18,1840,"Aqua","MODIS",87,298.5,31.1,11
"269",11124,-39.082,-72.371,312.3,1.1,1,2017-03-18,1840,"Aqua","MODIS",68,294.8,8.7,74
"270",11337,-39.01,-73.271,325.4,1,1,2017-03-23,1900,"Aqua","MODIS",81,293.6,20.2,60
"271",11338,-39.019,-73.269,325.7,1,1,2017-03-23,1900,"Aqua","MODIS",46,296.1,19.1,60
"272",11339,-39.03,-73.278,322.4,1,1,2017-03-23,1900,"Aqua","MODIS",53,296.9,15.7,60
"273",11340,-39.028,-73.267,314.4,1,1,2017-03-23,1900,"Aqua","MODIS",19,296.1,8.7,60
"274",11349,-39.098,-73.242,306.5,1,1,2017-03-23,1900,"Aqua","MODIS",42,295.8,4.4,63
"275",11350,-39.095,-73.218,327.8,1,1,2017-03-23,1900,"Aqua","MODIS",83,296.7,23.7,63
"276",11351,-39.093,-73.206,317,1,1,2017-03-23,1900,"Aqua","MODIS",73,295.8,12.4,63
"277",11352,-39.011,-72.511,314.2,1.1,1,2017-03-23,1900,"Aqua","MODIS",61,303.8,8.5,58
"278",11357,-39.074,-72.334,311.5,1.1,1,2017-03-23,1900,"Aqua","MODIS",28,300.7,6.7,74
"279",11358,-39.127,-72.602,313.7,1.1,1,2017-03-23,1900,"Aqua","MODIS",51,301.5,7.1,53
"280",11359,-39.125,-72.589,348.6,1.1,1,2017-03-23,1900,"Aqua","MODIS",95,302.8,59.6,91
"281",11360,-39.123,-72.577,313.2,1.1,1,2017-03-23,1900,"Aqua","MODIS",59,299,7.7,11
"282",11361,-39.132,-72.594,323.3,1.1,1,2017-03-23,1900,"Aqua","MODIS",80,303.2,15.9,91
"283",11362,-39.13,-72.582,317.6,1.1,1,2017-03-23,1900,"Aqua","MODIS",66,302.1,10.1,91
"284",11363,-39.09,-72.335,322.4,1.1,1,2017-03-23,1900,"Aqua","MODIS",78,298.6,16.6,74
"285",11364,-39.124,-72.481,320,1.1,1,2017-03-23,1900,"Aqua","MODIS",76,301.3,14.7,11
"286",11365,-39.109,-72.33,329,1.1,1,2017-03-23,1900,"Aqua","MODIS",83,301.1,25.4,69
"287",11366,-39.107,-72.318,340,1.1,1,2017-03-23,1900,"Aqua","MODIS",90,300.7,43.4,69
"288",11367,-39.076,-72.131,345.6,1.1,1,2017-03-23,1900,"Aqua","MODIS",93,301.2,56.9,70
"289",11368,-39.152,-72.473,356.5,1.1,1,2017-03-23,1900,"Aqua","MODIS",98,303,79.8,83
"290",11369,-39.15,-72.461,324.7,1.1,1,2017-03-23,1900,"Aqua","MODIS",80,298,19.2,83
"291",11370,-39.171,-72.532,321.9,1.1,1,2017-03-23,1900,"Aqua","MODIS",78,301.3,16.8,11
"292",11371,-39.169,-72.52,320.8,1.1,1,2017-03-23,1900,"Aqua","MODIS",77,299.7,15.8,11
"293",11372,-39.161,-72.471,355.1,1.1,1,2017-03-23,1900,"Aqua","MODIS",98,305.5,74.6,83
"294",11373,-39.159,-72.459,343.9,1.1,1,2017-03-23,1900,"Aqua","MODIS",93,300.9,48.4,83
"295",11374,-39.165,-72.315,322.6,1.1,1,2017-03-23,1900,"Aqua","MODIS",78,300.4,18.4,69
"296",11375,-39.196,-72.417,320,1.1,1,2017-03-23,1900,"Aqua","MODIS",76,297.9,15.7,83
"297",11376,-39.205,-72.415,325.4,1.1,1,2017-03-23,1900,"Aqua","MODIS",81,297.4,21.7,83
"298",11377,-39.32,-72.492,310.4,1.1,1,2017-03-23,1900,"Aqua","MODIS",64,296.7,7.1,38
"299",11378,-39.318,-72.48,331.3,1.1,1,2017-03-23,1900,"Aqua","MODIS",86,298.7,30.1,38
"300",11379,-39.33,-72.49,310.9,1.1,1,2017-03-23,1900,"Aqua","MODIS",65,295.5,7.5,38
"301",11380,-39.328,-72.478,325.4,1.1,1,2017-03-23,1900,"Aqua","MODIS",82,296.1,22.2,38
"302",11381,-39.385,-72.327,309.2,1.1,1,2017-03-23,1900,"Aqua","MODIS",59,296.1,7,81
"303",11382,-39.549,-72.887,317.9,1,1,2017-03-23,1900,"Aqua","MODIS",54,295,13.3,2
"304",11383,-39.559,-72.885,318.9,1,1,2017-03-23,1900,"Aqua","MODIS",76,292.9,15.1,2
"305",11384,-39.557,-72.873,312,1,1,2017-03-23,1900,"Aqua","MODIS",26,293.6,8.8,2
"306",11385,-40.205,-73.113,302.9,1,1,2017-03-23,1900,"Aqua","MODIS",54,290.4,4.8,15
"307",11386,-40.254,-73.02,308.4,1,1,2017-03-23,1900,"Aqua","MODIS",64,298.2,5.8,57
"308",11387,-40.252,-73.008,306.6,1,1,2017-03-23,1900,"Aqua","MODIS",57,296.2,4.6,57
"309",11388,-40.459,-73.214,320.2,1,1,2017-03-23,1900,"Aqua","MODIS",79,297.5,14.9,5
"310",11389,-40.512,-73.188,304.9,1,1,2017-03-23,1900,"Aqua","MODIS",57,293.7,3.4,87
"311",11390,-40.479,-72.972,316.2,1,1,2017-03-23,1900,"Aqua","MODIS",75,294,12.5,48
"312",11391,-40.477,-72.96,304.2,1,1,2017-03-23,1900,"Aqua","MODIS",52,294,3.7,93
"313",11392,-40.555,-73.232,308.2,1,1,2017-03-23,1900,"Aqua","MODIS",56,295.9,5,66
"314",11402,-39.292,-72.228,304.9,1,1,2017-03-23,1445,"Terra","MODIS",29,294,3.7,41
"315",11443,-39.28,-71.965,302.5,1.1,1,2017-03-05,1455,"Terra","MODIS",41,291.1,4.7,79
"316",11444,-39.073,-72.073,315.7,1.1,1,2017-03-05,1455,"Terra","MODIS",0,291.6,14.4,70
"317",11445,-38.986,-72.648,304.6,1,1,2017-03-05,1455,"Terra","MODIS",59,293.1,3.5,1
"318",11462,-40.551,-73.304,300.9,1.1,1,2017-03-23,340,"Terra","MODIS",35,283.4,8,66
"319",11475,-39.133,-72.546,320,1.1,1.1,2017-03-18,1840,"Aqua","MODIS",78,298.7,15.7,11
"320",11476,-39.131,-72.533,322.4,1.1,1.1,2017-03-18,1840,"Aqua","MODIS",80,301,18.6,11
"321",11477,-39.137,-72.505,343.8,1.1,1.1,2017-03-18,1840,"Aqua","MODIS",93,299.1,53.1,11
"322",11478,-39.136,-72.492,359.9,1.1,1.1,2017-03-18,1840,"Aqua","MODIS",99,299.1,96.1,11
"323",11479,-39.208,-72.659,328.8,1.1,1.1,2017-03-18,1840,"Aqua","MODIS",85,297.1,30.6,6
"324",11480,-39.206,-72.646,311.1,1.1,1.1,2017-03-18,1840,"Aqua","MODIS",67,293,10.4,6
"325",11481,-39.709,-72.955,317.4,1.2,1.1,2017-03-18,1840,"Aqua","MODIS",78,294.1,16.7,7
"326",11482,-39.708,-72.942,346.8,1.2,1.1,2017-03-18,1840,"Aqua","MODIS",95,296.7,67.6,7
"327",11483,-39.766,-72.661,349.8,1.1,1.1,2017-03-18,1840,"Aqua","MODIS",96,299.2,72.2,12
"328",11484,-39.764,-72.647,320.4,1.1,1.1,2017-03-18,1840,"Aqua","MODIS",80,296.6,18.7,12
"329",11485,-39.875,-72.645,323.6,1.1,1.1,2017-03-18,1840,"Aqua","MODIS",82,295.2,23.3,98
"330",11486,-40.245,-72.942,310.7,1.2,1.1,2017-03-18,1840,"Aqua","MODIS",44,298.4,6.5,16
"331",11487,-40.346,-72.945,308.5,1.2,1.1,2017-03-18,1840,"Aqua","MODIS",56,297,5,39
"332",11488,-40.344,-72.931,322.1,1.2,1.1,2017-03-18,1840,"Aqua","MODIS",81,298.3,19.5,39
"333",11489,-40.492,-73.158,341.9,1.2,1.1,2017-03-18,1840,"Aqua","MODIS",93,297.5,56.1,55
"334",11490,-40.528,-73.21,320.3,1.2,1.1,2017-03-18,1840,"Aqua","MODIS",61,289.7,17.8,87
"335",11505,-40.227,-72.955,321.3,1.4,1.2,2017-03-27,1835,"Aqua","MODIS",81,297.3,25.4,16
"336",11506,-40.237,-72.953,340.1,1.4,1.2,2017-03-27,1835,"Aqua","MODIS",92,299.7,64,16
"337",11507,-40.232,-72.966,326.3,1.4,1.2,2017-03-27,1835,"Aqua","MODIS",84,296.3,33.1,16
"338",11508,-40.23,-72.949,351.6,1.4,1.2,2017-03-27,1835,"Aqua","MODIS",97,299.4,99.8,16
"339",11509,-40.423,-73.199,309.1,1.4,1.2,2017-03-27,1835,"Aqua","MODIS",68,297,10.7,5
"340",11510,-40.421,-73.182,314.2,1.4,1.2,2017-03-27,1835,"Aqua","MODIS",74,297,16.7,5
"341",12150,-39.862,-72.804,307.7,1,1,2017-01-25,1450,"Terra","MODIS",58,296.8,5.1,80
"342",12151,-39.454,-72.768,311.1,1,1,2017-01-25,1450,"Terra","MODIS",56,298.6,4.9,19
"343",12152,-39.294,-72.224,312.3,1,1,2017-01-25,1450,"Terra","MODIS",48,298.6,5.9,41
"344",12787,-39.422,-71.936,306.2,1,1,2017-01-25,345,"Terra","MODIS",67,273,11.9,8
"345",12946,-38.991,-72.649,313.2,1.6,1.2,2017-01-15,1825,"Aqua","MODIS",48,302.4,12.5,1
"346",12947,-39.291,-72.233,313.7,1.5,1.2,2017-01-15,1825,"Aqua","MODIS",15,301.7,11.8,41
"347",13092,-39.003,-72.34,327.2,1.2,1.1,2017-03-14,1905,"Aqua","MODIS",83,293.2,29,82
"348",13093,-39,-72.326,362.7,1.2,1.1,2017-03-14,1905,"Aqua","MODIS",100,294.6,122.9,82
"349",13094,-38.998,-72.312,320.5,1.2,1.1,2017-03-14,1905,"Aqua","MODIS",77,291,20.5,82
"350",13095,-39.077,-72.416,323.5,1.2,1.1,2017-03-14,1905,"Aqua","MODIS",80,296.6,23.5,94
"351",13096,-39.075,-72.402,338.3,1.2,1.1,2017-03-14,1905,"Aqua","MODIS",90,296.4,49.5,94
"352",13097,-39.085,-72.341,329.9,1.2,1.1,2017-03-14,1905,"Aqua","MODIS",85,296.2,34.2,74
"353",13098,-39.082,-72.327,332.6,1.2,1.1,2017-03-14,1905,"Aqua","MODIS",87,294.2,39,74
"354",13099,-39.129,-72.532,321.1,1.2,1.1,2017-03-14,1905,"Aqua","MODIS",79,298.4,19,11
"355",13100,-39.129,-72.415,329,1.2,1.1,2017-03-14,1905,"Aqua","MODIS",84,296.6,30.8,64
"356",13101,-39.126,-72.402,328.5,1.2,1.1,2017-03-14,1905,"Aqua","MODIS",84,296.3,30.1,64
"357",13102,-39.605,-73.031,328.9,1.1,1.1,2017-03-14,1905,"Aqua","MODIS",86,290.6,32.1,47
"358",13103,-39.615,-73.028,317.9,1.1,1.1,2017-03-14,1905,"Aqua","MODIS",78,288.8,18.6,47
"359",13104,-40.115,-72.445,317.2,1.2,1.1,2017-03-14,1905,"Aqua","MODIS",76,283.4,19.3,46
"360",13105,-40.113,-72.431,321.3,1.2,1.1,2017-03-14,1905,"Aqua","MODIS",80,280.4,23.9,46
"361",13152,-39.292,-72.483,314.1,1,1,2017-03-14,1450,"Terra","MODIS",74,290.8,11.1,4
"362",13161,-39.377,-72.394,300.5,1,1,2017-03-14,345,"Terra","MODIS",30,280.7,7.2,81
"363",13846,-39.648,-73.014,326.8,2.4,1.5,2017-04-11,1930,"Aqua","MODIS",85,293.3,85.2,71
"364",13847,-39.642,-72.987,310.1,2.4,1.5,2017-04-11,1930,"Aqua","MODIS",67,290.5,32.2,71
"365",13848,-39.661,-73.009,329.8,2.4,1.5,2017-04-11,1930,"Aqua","MODIS",86,293.4,98.4,71
"366",13849,-39.655,-72.982,313.5,2.4,1.5,2017-04-11,1930,"Aqua","MODIS",74,291.5,41.3,71
"367",13850,-39.654,-73.007,351.4,2.4,1.5,2017-04-11,1930,"Aqua","MODIS",96,294.8,224.3,71
"368",13851,-39.648,-72.98,309.1,2.4,1.5,2017-04-11,1930,"Aqua","MODIS",34,290.7,27.2,71
"369",13859,-39.292,-72.229,307.8,1.7,1.3,2017-02-06,1515,"Terra","MODIS",33,294.9,10.6,41
"370",13900,-39.29,-72.229,309.4,1,1,2017-02-10,1450,"Terra","MODIS",20,296.9,4.4,41
"371",13901,-38.988,-72.647,309.3,1,1,2017-02-10,1450,"Terra","MODIS",57,299.1,4.4,1
"372",14142,-39.073,-72.41,311.2,2.2,1.4,2017-03-19,1920,"Aqua","MODIS",56,291.1,22.6,94
"373",14231,-40.382,-73.094,310.2,4,1.9,2017-03-24,1805,"Aqua","MODIS",49,290.3,69.4,99
"374",14232,-40.384,-73.09,310.3,4,1.9,2017-03-24,1805,"Aqua","MODIS",52,290.3,70.3,99
"375",14333,-38.96,-72.356,323,2.9,1.6,2017-03-15,1810,"Aqua","MODIS",76,294.4,89.1,82
"376",14334,-38.958,-72.322,315,2.9,1.6,2017-03-15,1810,"Aqua","MODIS",63,293.1,54.5,82
"377",14335,-39.054,-72.446,312.2,2.9,1.6,2017-03-15,1810,"Aqua","MODIS",55,294,42.4,94
"378",14336,-39.052,-72.412,334.6,2.9,1.6,2017-03-15,1810,"Aqua","MODIS",86,295.1,156.9,94
"379",14337,-39.04,-72.209,313.4,2.8,1.6,2017-03-15,1810,"Aqua","MODIS",58,290.4,50,61
"380",14338,-39.038,-72.175,332.6,2.8,1.6,2017-03-15,1810,"Aqua","MODIS",85,290.2,140,61
"381",14339,-39.075,-72.55,361.5,3,1.6,2017-03-15,1810,"Aqua","MODIS",100,297.2,429.8,58
"382",14340,-40.532,-73.122,314.3,3.3,1.7,2017-03-15,1810,"Aqua","MODIS",69,291.2,65.6,45
"383",14395,-38.985,-72.646,305.4,1.1,1,2017-03-07,1445,"Terra","MODIS",55,294.2,3.8,1
"384",14446,-39.074,-73.244,325.1,1.7,1.3,2017-03-20,1825,"Aqua","MODIS",82,295.2,42.6,63
"385",14447,-39.072,-73.224,309.3,1.7,1.3,2017-03-20,1825,"Aqua","MODIS",40,294,12.7,63
"386",14448,-39.086,-73.242,341.9,1.7,1.3,2017-03-20,1825,"Aqua","MODIS",92,295.1,95.8,63
"387",14449,-39.084,-73.222,324.6,1.7,1.3,2017-03-20,1825,"Aqua","MODIS",81,294.8,43.1,63
"388",14450,-39.081,-73.238,361.4,1.7,1.3,2017-03-20,1825,"Aqua","MODIS",100,296.9,187.6,63
"389",14451,-39.129,-73.251,312.7,1.7,1.3,2017-03-20,1825,"Aqua","MODIS",52,294.2,21.5,63
"390",14452,-39.127,-73.231,324,1.7,1.3,2017-03-20,1825,"Aqua","MODIS",81,294.4,44.1,63
"391",14453,-39.091,-72.36,365.2,1.5,1.2,2017-03-20,1825,"Aqua","MODIS",100,303.1,176.5,74
"392",14454,-39.089,-72.342,419.2,1.5,1.2,2017-03-20,1825,"Aqua","MODIS",100,305.7,703.9,74
"393",14455,-39.1,-72.341,319.7,1.5,1.2,2017-03-20,1825,"Aqua","MODIS",75,299.7,25.3,74
"394",14456,-39.092,-72.353,410.1,1.5,1.2,2017-03-20,1825,"Aqua","MODIS",100,308.7,579,74
"395",14457,-39.09,-72.335,389.9,1.5,1.2,2017-03-20,1825,"Aqua","MODIS",100,300.4,356.3,74
"396",14458,-39.853,-72.632,305.7,1.6,1.2,2017-03-20,1825,"Aqua","MODIS",29,292.1,11.1,98
"397",14459,-39.957,-72.65,306.5,1.6,1.2,2017-03-20,1825,"Aqua","MODIS",47,293.2,12.8,90
"398",14460,-40.25,-73.117,310.6,1.7,1.3,2017-03-20,1825,"Aqua","MODIS",61,295.8,17.3,15
"399",14461,-40.257,-73.109,312.8,1.7,1.3,2017-03-20,1825,"Aqua","MODIS",68,296.5,18.4,15
"400",14462,-40.266,-72.943,307.9,1.7,1.3,2017-03-20,1825,"Aqua","MODIS",50,296.1,10.3,16
"401",14463,-40.264,-72.923,327.1,1.7,1.3,2017-03-20,1825,"Aqua","MODIS",83,295.7,47.2,16
"402",14464,-40.454,-73.244,328.7,1.8,1.3,2017-03-20,1825,"Aqua","MODIS",84,295.5,52.3,5
"403",14465,-40.448,-73.18,328.4,1.8,1.3,2017-03-20,1825,"Aqua","MODIS",84,296.1,51.4,55
"404",14466,-40.45,-73.259,313.7,1.8,1.3,2017-03-20,1825,"Aqua","MODIS",70,294.9,21.1,59
"405",14467,-40.448,-73.237,332.1,1.8,1.3,2017-03-20,1825,"Aqua","MODIS",87,297.2,63.7,5
"406",14468,-40.456,-73.193,317.7,1.8,1.3,2017-03-20,1825,"Aqua","MODIS",75,295.9,27.4,5
"407",14469,-40.455,-73.172,334.6,1.8,1.3,2017-03-20,1825,"Aqua","MODIS",88,297.1,72.2,55
"408",14470,-40.519,-73.227,366.6,1.8,1.3,2017-03-20,1825,"Aqua","MODIS",100,301.4,235.1,66
"409",14471,-40.518,-73.206,339.1,1.8,1.3,2017-03-20,1825,"Aqua","MODIS",91,295.2,86.6,87
"410",14472,-40.514,-73.164,316.7,1.8,1.3,2017-03-20,1825,"Aqua","MODIS",74,298.3,25.1,87
"411",14473,-40.512,-73.143,311.5,1.7,1.3,2017-03-20,1825,"Aqua","MODIS",66,297.9,15.9,45
"412",14474,-40.525,-73.221,362.7,1.8,1.3,2017-03-20,1825,"Aqua","MODIS",100,300.1,208.8,66
"413",14475,-40.564,-73.258,312.5,1.8,1.3,2017-03-20,1825,"Aqua","MODIS",69,296.5,20.1,66
"414",14530,-39.437,-72.887,315.7,1.2,1.1,2017-04-15,1905,"Aqua","MODIS",76,291.8,15.8,19
"415",14531,-39.441,-72.893,306.6,1.1,1.1,2017-04-15,1905,"Aqua","MODIS",63,291,7.6,2
"416",14532,-39.439,-72.88,308.5,1.2,1.1,2017-04-15,1905,"Aqua","MODIS",67,291.8,9,19
"417",14569,-40.561,-73.17,305,1.3,1.1,2017-03-03,1510,"Terra","MODIS",9,288.3,5.9,87
"418",14570,-40.341,-72.945,301.7,1.3,1.1,2017-03-03,1510,"Terra","MODIS",48,289.7,4.1,39
"419",14571,-39.289,-72.229,302.9,1.4,1.2,2017-03-03,1510,"Terra","MODIS",32,291.5,5.8,41
"420",14572,-38.988,-72.643,303,1.3,1.1,2017-03-03,1510,"Terra","MODIS",53,292.5,5.2,1
"421",14755,-38.974,-73.268,309.8,1,1,2017-03-16,1850,"Aqua","MODIS",55,297.8,5.6,60
"422",14765,-38.955,-72.693,314.9,1,1,2017-03-16,1850,"Aqua","MODIS",68,302.8,8.2,1
"423",14770,-38.948,-72.395,333,1,1,2017-03-16,1850,"Aqua","MODIS",75,300.8,25.9,28
"424",14771,-38.946,-72.383,333.7,1,1,2017-03-16,1850,"Aqua","MODIS",87,300.6,27.5,28
"425",14772,-38.945,-72.372,317.7,1,1,2017-03-16,1850,"Aqua","MODIS",33,299.4,8.8,28
"426",14773,-38.957,-72.393,322.5,1,1,2017-03-16,1850,"Aqua","MODIS",40,300,13.1,28
"427",14774,-38.947,-72.268,320.2,1,1,2017-03-16,1850,"Aqua","MODIS",75,301.7,13.8,82
"428",14775,-38.945,-72.257,311.6,1,1,2017-03-16,1850,"Aqua","MODIS",60,299.7,6.5,82
"429",14776,-38.97,-72.359,334.3,1,1,2017-03-16,1850,"Aqua","MODIS",87,303.3,28.1,82
"430",14777,-38.968,-72.347,352.1,1,1,2017-03-16,1850,"Aqua","MODIS",96,305.3,61.2,82
"431",14778,-39.038,-72.69,318,1,1,2017-03-16,1850,"Aqua","MODIS",73,300.8,11.6,1
"432",14779,-39.036,-72.679,334.3,1,1,2017-03-16,1850,"Aqua","MODIS",87,301.4,30.6,1
"433",14780,-39.055,-72.554,325.8,1,1,2017-03-16,1850,"Aqua","MODIS",75,298.5,18,58
"434",14781,-39.066,-72.563,322.8,1,1,2017-03-16,1850,"Aqua","MODIS",76,301.6,15.2,58
"435",14782,-39.064,-72.552,317.6,1,1,2017-03-16,1850,"Aqua","MODIS",55,302.4,10.2,58
"436",14783,-39.047,-72.376,327.9,1,1,2017-03-16,1850,"Aqua","MODIS",83,305,21.7,74
"437",14784,-39.046,-72.364,316.5,1,1,2017-03-16,1850,"Aqua","MODIS",71,301.9,9.8,74
"438",14785,-39.054,-72.368,322.9,1,1,2017-03-16,1850,"Aqua","MODIS",79,304.5,14.7,74
"439",14786,-39.052,-72.357,326,1,1,2017-03-16,1850,"Aqua","MODIS",82,305.1,17.8,74
"440",14787,-39.049,-72.334,313.6,1,1,2017-03-16,1850,"Aqua","MODIS",51,300.8,6.8,74
"441",14788,-39.047,-72.322,327.7,1,1,2017-03-16,1850,"Aqua","MODIS",83,302.4,21.8,74
"442",14789,-39.038,-72.203,312.4,1,1,2017-03-16,1850,"Aqua","MODIS",56,298.6,5.9,61
"443",14790,-39.036,-72.192,334.9,1,1,2017-03-16,1850,"Aqua","MODIS",88,300.8,31.2,61
"444",14791,-39.111,-72.631,312.7,1,1,2017-03-16,1850,"Aqua","MODIS",63,301,5.8,53
"445",14792,-39.11,-72.619,317.1,1,1,2017-03-16,1850,"Aqua","MODIS",73,300.6,9.3,53
"446",14793,-39.121,-72.508,328.9,1,1,2017-03-16,1850,"Aqua","MODIS",84,301.5,21.3,11
"447",14794,-39.146,-72.61,334.8,1,1,2017-03-16,1850,"Aqua","MODIS",88,302.3,28.9,91
"448",14795,-39.144,-72.599,313.8,1,1,2017-03-16,1850,"Aqua","MODIS",31,302.5,5.8,91
"449",14796,-39.135,-72.541,322.6,1,1,2017-03-16,1850,"Aqua","MODIS",65,303,13.4,11
"450",14797,-39.134,-72.529,325.7,1,1,2017-03-16,1850,"Aqua","MODIS",68,303.2,16.7,11
"451",14798,-39.156,-72.62,324.4,1,1,2017-03-16,1850,"Aqua","MODIS",80,302.1,16.4,91
"452",14799,-39.155,-72.608,325.7,1,1,2017-03-16,1850,"Aqua","MODIS",82,302.7,17.7,91
"453",14800,-39.144,-72.538,323.1,1,1,2017-03-16,1850,"Aqua","MODIS",79,302.2,14.7,11
"454",14801,-39.143,-72.527,320.5,1,1,2017-03-16,1850,"Aqua","MODIS",66,301,12.1,11
"455",14802,-39.152,-72.464,315.7,1,1,2017-03-16,1850,"Aqua","MODIS",71,302.7,9.6,83
"456",14803,-39.15,-72.453,313.8,1,1,2017-03-16,1850,"Aqua","MODIS",68,302.7,7.9,83
"457",14804,-39.16,-72.456,337.2,1,1,2017-03-16,1850,"Aqua","MODIS",89,305.2,33.3,83
"458",14805,-39.169,-72.454,332,1,1,2017-03-16,1850,"Aqua","MODIS",86,305.1,25.2,83
"459",14806,-39.167,-72.442,342.7,1,1,2017-03-16,1850,"Aqua","MODIS",92,305.1,41.9,83
"460",14807,-39.169,-72.393,319.1,1,1,2017-03-16,1850,"Aqua","MODIS",76,302.6,12.2,64
"461",14808,-40.033,-72.765,317.6,1,1,2017-03-16,1850,"Aqua","MODIS",77,297.9,13.2,78
"462",14809,-40.031,-72.754,310.1,1,1,2017-03-16,1850,"Aqua","MODIS",69,296.1,7,78
"463",14810,-40.066,-72.733,305.6,1,1,2017-03-16,1850,"Aqua","MODIS",60,295.2,4.4,78
"464",14811,-40.258,-73.106,313.9,1,1,2017-03-16,1850,"Aqua","MODIS",74,299.8,9.3,15
"465",14812,-40.263,-73.026,323.1,1,1,2017-03-16,1850,"Aqua","MODIS",82,298.7,16.9,57
"466",14813,-40.261,-73.014,320,1,1,2017-03-16,1850,"Aqua","MODIS",80,300.3,14,57
"467",14814,-40.276,-72.718,352.1,1,1,2017-03-16,1850,"Aqua","MODIS",97,298.5,64.4,9
"468",14815,-40.345,-72.95,305.9,1,1,2017-03-16,1850,"Aqua","MODIS",50,295.3,3,39
"469",14816,-40.517,-73.124,314.8,1,1,2017-03-16,1850,"Aqua","MODIS",72,303.2,8.3,45
"470",14817,-40.515,-73.112,324.2,1,1,2017-03-16,1850,"Aqua","MODIS",82,301.2,17.1,45
"471",14818,-40.513,-73.1,345.6,1,1,2017-03-16,1850,"Aqua","MODIS",94,300.8,49,45
"472",14847,-40.531,-72.02,307.3,1.1,1,2017-03-16,1440,"Terra","MODIS",10,293.6,5.9,31
"473",14848,-39.291,-72.224,303.4,1.1,1.1,2017-03-16,1440,"Terra","MODIS",28,292,3.8,41
"474",14992,-38.951,-72.281,308.4,1.3,1.1,2017-04-12,1835,"Aqua","MODIS",49,298.3,6.9,82
"475",14993,-38.974,-72.307,309.9,1.3,1.1,2017-04-12,1835,"Aqua","MODIS",66,297,8.1,82
"476",14994,-39.006,-72.407,320.5,1.3,1.1,2017-04-12,1835,"Aqua","MODIS",80,297.4,22.2,28
"477",14995,-39.059,-72.436,324.4,1.3,1.1,2017-04-12,1835,"Aqua","MODIS",83,297.4,27.4,94
"478",14996,-39.136,-72.402,310,1.3,1.1,2017-04-12,1835,"Aqua","MODIS",69,297.3,9.1,64
"479",14997,-39.145,-72.294,307.5,1.3,1.1,2017-04-12,1835,"Aqua","MODIS",66,296.1,7.7,69
